Title,Company,Location,Salary Min,Salary Max,Category,Description,URL,Salary Avg,Is Remote
Senior Data Analyst,WGSN,"London, UK",44319.23,44319.23,Consultancy Jobs,"The role We are looking to hire a Senior Data Analyst to join our Consultative Data Analytics Team in London. Working at WGSN Together, we create tomorrow A career with WGSN is fast-paced, exciting and full of opportunities to grow and develop. We're a team of consumer and design trend forecasters, content creators, designers, data analysts, advisory consultants and much more, united by a common goal: to create tomorrow. WGSN's trusted consumer and design forecasts power outstanding product des…",https://www.adzuna.co.uk/jobs/details/5123846886?utm_medium=api&utm_source=335654ca,44319.23,False
Senior Data Analyst,Unknown,"London, UK",40000.0,60000.0,"PR, Advertising & Marketing Jobs","The Company: This start-up organisation is a highly innovative and technology led online price comparison site. Founded in 2013 and based in Central London, this unique company has enjoyed incredible success with over one million registered users and rising. Due to their continued expansion, the organisation is seeking to enhance their Analytics function by adding a Senior Data Analyst to provide insight into customer behaviour. The Role: Operating directly under the Head of Data Science and An…",https://www.adzuna.co.uk/jobs/details/5121167847?utm_medium=api&utm_source=335654ca,50000.0,False
BI Data Analyst,Salt Search,"London, UK",65000.0,75400.0,IT Jobs,"We're looking for an experienced Data Analyst on behalf of one of our largest Financial Services clients. Joining their team on a 4-month contract and hybrid to their Central London HQ, you'll be responsible for developing and maintaining dashboards that provide key insights into revenue-generating and customer experience activities. If you have strong SQL skills, experience with Tableau/QlikSense - we want to hear from you Key Responsibilities: Build interactive dashboards to track retention a…",https://www.adzuna.co.uk/jobs/details/5110653731?utm_medium=api&utm_source=335654ca,70200.0,False
Senior Data Analyst,Wave,"London, UK",45301.18,45301.18,IT Jobs,"How you’ll help us achieve it Wave is now the largest financial institution in Senegal, with over 7 million users. And, we’re still in the early days of our product roadmap and potential impact on people’s everyday lives. We are looking for an experienced Senior Data Analyst to join our product teams. In this role, you’ll; Be embedded in a product team where you will work closely with a product manager, engineers and operations leads. Help find, test and implement process improvements to make o…",https://www.adzuna.co.uk/jobs/details/5113401982?utm_medium=api&utm_source=335654ca,45301.18,False
Enterprise Data Analyst,Lorien,"London, UK",53147.33,53147.33,IT Jobs,"We are looking for a Enterprise Data Analyst for a 12 month contract, based in the office 2 days per week in London - Stratford. You will provide advanced analytical expertise on a project and deliverables basis to support the organisation's data-driven decision-making. The role will involve delivering insights and analysis across strategic initiatives within selected products, particularly in performance and consultancy areas over a defined 12-month period and support Performance and Consultan…",https://www.adzuna.co.uk/jobs/details/5124498176?utm_medium=api&utm_source=335654ca,53147.33,False
Principal Data Analyst,Gain Theory,"London, UK",46580.43,46580.43,IT Jobs,"The opportunity: You will work as part of a client team supporting a Data Communications Lead on the collection, ingestion, and processing of marketing data, delivering cleaned data to the modelling team for analysis. The Principal data analyst is expected to be proficient in data processing techniques including SQL, ETL, and Python. You will leverage these skills for data interrogation, manipulation, and cleaning, as well as building and maintaining data pipelines. You will utilize our interna…",https://www.adzuna.co.uk/jobs/details/5099205046?utm_medium=api&utm_source=335654ca,46580.43,False
Senior Data Analyst,Edenred,"Paddington, West London",42706.22,42706.22,IT Jobs,"Take a step forward and let Edenred surprise you. Every day, we deliver innovative solutions to improve the life of millions of people, connecting employees, companies, and merchants all around the world. We know there are hundred ways for you to grow. With us, you will expand your skills in a multicultural, challenging, and dynamic environment. Dare to join Edenred and get ready to thrive in a global company that will offer you endless opportunities. Edenred is all about meritocracy. You come …",https://www.adzuna.co.uk/jobs/details/5151279885?utm_medium=api&utm_source=335654ca,42706.22,False
Junior Data Analyst,Harnham - Data & Analytics Recruitment,"London, UK",25000.0,30000.0,IT Jobs,"JUNIOR DATA ANALYST UP TO £30,000 LONDON - 5X A WEEK IN OFFICE Please note, this company is unable to offer sponsorship at this time and you must be a UK resident THE COMPANY This financial services business connects Fund Managers with different institutional investors globally. THE ROLE You will handle internal and external data requests for qualitative data to understand topic feedback and conversation. The business has a huge CRM database, so you will manage this through data and development…",https://www.adzuna.co.uk/jobs/details/5114565973?utm_medium=api&utm_source=335654ca,27500.0,False
Senior Data Analyst,Snowplow Analytics,"London, UK",57250.01,57250.01,IT Jobs,"Senior Data Analyst London / Hybrid or Europe / Remote About Snowplow Snowplow, the global leader in customer data infrastructure (CDI), enables every organisation to own and unlock the value of its customer behavioural data. The Snowplow CDI fuels AI-driven marketing, digital products and services, customer experiences, and fraud detection by enabling companies like Burberry, Strava, and AutoTrader to collect and manage real-time, structured, and unstructured behavioural data governed in their…",https://www.adzuna.co.uk/jobs/details/5152934196?utm_medium=api&utm_source=335654ca,57250.01,True
Senior Data Analyst,Flagstone Group,"London, UK",45299.07,45299.07,IT Jobs,"What is Flagstone? Flagstone is many things. An online savings platform, reinventing how individuals, businesses, and charities manage, protect, and grow their cash. A diverse group of people, bound by a collaborative spirit, and shared purpose. And lastly, a thriving, profitable business – where smart people do their best work. Each definition shares a common thread: our unique culture. It’s our pride and joy. And our competitive advantage. A feel for our culture To revolutionise the savings m…",https://www.adzuna.co.uk/jobs/details/5107640966?utm_medium=api&utm_source=335654ca,45299.07,False
Senior Data Analyst,Micro IT Global,"London, UK",42856.69,42856.69,IT Jobs,"Primary role purpose: The Data Solutions team sit within Aviation Platform Engineering and are responsible for providing monitoring and reporting tools and services for our Inflight connectivity products. These rich tools enable our users to visualise the vast array of data traversing our satellite networks, providing insights into the quality of service being delivered, as well as how our satellite connectivity services are being utilised by our end customers. The performance of these tools an…",https://www.adzuna.co.uk/jobs/details/5119755223?utm_medium=api&utm_source=335654ca,42856.69,False
Graduate Data Analyst,Provelio,"Farringdon, Central London",30000.0,30000.0,Graduate Jobs,"Provelio are currently looking for a Graduate Data Analyst to join their growing team in the South West and/or London to help deliver a diverse portfolio of data development projects. The analyst will assist in the following activities: Produce any project initiation documentation, project proposals and appointment terms. Agree and action any technical and quality strategies for gathering the required data or information flows. Help clients make evidence-based decisions to reduce their costs…",https://www.adzuna.co.uk/jobs/details/5150528435?utm_medium=api&utm_source=335654ca,30000.0,False
HR Data Analyst,Howden,"London, UK",25525.14,25525.14,IT Jobs,"About the Role Here at Howden Group Holdings, we are transforming the way we deliver HR services to our business, and this is an exciting time to join our evolving HR function as we look to drive commercially aligned and strategic HR support to our stakeholders. Reporting to the Workday Programme Lead, the HR Data Analyst manage and analyse employee data as part of the deployment of Workday across the globe, working with the local and technical teams, as well as other HR Data Analysts to ensure…",https://www.adzuna.co.uk/jobs/details/5091590639?utm_medium=api&utm_source=335654ca,25525.14,False
Senior Data Analyst,Harnham - Data & Analytics Recruitment,"London, UK",40000.0,50000.0,IT Jobs,"SENIOR DATA ANALYST £40,000 - £50,000 HYBRID - LONDON - 3X A WEEK Please note, this company is unable to offer sponsorship at this time and you must be a UK resident THE COMPANY This media company headquartered in London created content across various sectors such as marketing communications, medical, automotive, business, horticulture and many more THE ROLE You'll join the wider Marketing Operations team, supporting marketing, sales, and analytics for one of the business's three pillars. There…",https://www.adzuna.co.uk/jobs/details/5129711747?utm_medium=api&utm_source=335654ca,45000.0,False
Asset Data Analyst,Clarion Housing,"London, UK",45000.0,45000.0,IT Jobs,"Salary: London - £35,627 - £46,605/ Rest of UK - £33,065 - £42,581 per annum Location: Hybrid/Flexible Hours: 36 per week Contract Type: 12 month Fixed Term Contract/Secondment We're seeking a reliable and diligent Asset Data Analyst to join our Asset Management Team on a fixed term basis. You'll work collaboratively across Clarion to ensure asset data is effectively managed and administered in an effective governance framework. This includes the implementation of data collection strategies and…",https://www.adzuna.co.uk/jobs/details/5138208419?utm_medium=api&utm_source=335654ca,45000.0,False
Lead Data Analyst,Elsevier Limited Company,"London, UK",55484.59,55484.59,IT Jobs,"Lead Data Analyst Are you enthusiastic about leading high-impact analytics initiatives in technology infrastructure? Do you enjoy uncovering actionable insights from complex data? About Team: The Analytics and Insights team in the Technology Infrastructure and Operations function develops high-quality management reporting about Elsevier’s technology infrastructure and operational performance. The team works with operations and infrastructure colleagues, senior management and teams across techno…",https://www.adzuna.co.uk/jobs/details/5067164462?utm_medium=api&utm_source=335654ca,55484.59,False
Senior Data Analyst,DTG Global Ltd,"The City, Central London",80000.0,80000.0,IT Jobs,"Senior Data Analyst needed by this fast-growing FinTech to help them unlock insight from millions of real-time transactions. This is an opportunity to join a product-led, data-driven environment where your work will directly shape product, customer experience, and commercial strategy. The Opportunity Youll be working closely with Product, Engineering, and Marketing teams using SQL, Python, and modern BI tools to turn raw data into actionable insight. This is a hands-on analytics role with plent…",https://www.adzuna.co.uk/jobs/details/5144426321?utm_medium=api&utm_source=335654ca,80000.0,False
Marketing Data Analyst,Heathrow Airport,"London, UK",38695.71,38695.71,"PR, Advertising & Marketing Jobs","Description Data is rapidly expanding and contributing to enhancements in the passenger experience for many passengers each month. As a Marketing Data Analyst, you will be responsible for identifying and sourcing key data sets and providing insights across various marketing channels, including customer marketing, CRM, loyalty programs, social media, performance marketing, and paid media. You will work closely with internal teams and agency partners to deliver comprehensive campaign reporting an…",https://www.adzuna.co.uk/jobs/details/5139015798?utm_medium=api&utm_source=335654ca,38695.71,False
Senior Data Analyst,Nexus Jobs Limited,"London, UK",60000.0,80000.0,Accounting & Finance Jobs,"Job Description Senior Data Analyst Our Client is Venture Capital firm based in London. We invest in early-stage businesses with strong growth potential and have been lucky enough to back some amazing entrepreneurs. They are looking for someone who loves data, and data software, to help maintain and develop its data and reporting efforts - must have at least 5 to 7 years proven track record of working with Data and Excel. This is a unique opportunity with a leading Venture Capital Fund to use y…",https://www.adzuna.co.uk/jobs/details/5097835294?utm_medium=api&utm_source=335654ca,70000.0,False
Senior Data Analyst,Relay Technologies,"London, UK",50505.23,50505.23,IT Jobs,"Company mission In the future, almost everything we consume will simply materialise on our doorsteps – what we call “e-commerce” today will simply be “commerce” tomorrow. But if we continue on today’s trajectory, the growth of e-commerce risks damaging the environment, alienating our communities, and straining the bottom-line for small businesses. Relay is an e-commerce-native logistics network. We are built from the ground up for environmental, social, and economic sustainability. By building …",https://www.adzuna.co.uk/jobs/details/5112080433?utm_medium=api&utm_source=335654ca,50505.23,False
Lead Data Analyst,RELX INC,"London, UK",51799.51,51799.51,IT Jobs,"Lead Data Analyst Are you enthusiastic about leading high-impact analytics initiatives in technology infrastructure? Do you enjoy uncovering actionable insights from complex data? About Team: The Analytics and Insights team in the Technology Infrastructure and Operations function develops high-quality management reporting about Elsevier's technology infrastructure and operational performance. The team works with operations and infrastructure colleagues, senior management and teams across techno…",https://www.adzuna.co.uk/jobs/details/5075148159?utm_medium=api&utm_source=335654ca,51799.51,False
Technical & Data Analyst,Bupa,"Central London, London",57799.37,57799.37,IT Jobs,"Job Description: Technical and Data Analyst Angel Court, London Hybrid Working Options - 1-2 days per week in the office Full time (35 hours per week) Up to £68,000 per annum (dependant on experience) excellent benefits including bonus We consider all types of flexibility, including locations, hours and working patterns. We make health happen Working in our Group function you’ll play a key part in helping our customer facing colleagues deliver exceptional standards of customer service and pati…",https://www.adzuna.co.uk/jobs/details/5112035979?utm_medium=api&utm_source=335654ca,57799.37,False
Lead Data Analyst,Simply Business,"London, UK",55146.34,55146.34,IT Jobs,"Here’s what you’ll be doing: You’ll be an integral part of a team fostering a company-wide data-informed culture, and making sure that insight is aligned to our business outcomes and growing operations. You’ll also be joining a much broader, award winning international data team that is doing some really exciting things with the latest big data and analytics technologies. Reporting into Amanda (our Manager of Product Analytics), who’s hands on and interested in pretty much everything technology…",https://www.adzuna.co.uk/jobs/details/5106288945?utm_medium=api&utm_source=335654ca,55146.34,False
Online Data Analyst,Telus,"Central London, London",25746.15,25746.15,Scientific & QA Jobs,"Company description: Are you a detail-oriented individual with a passion for research and a good understanding of national and local geography? This freelance opportunity allows you to work at your own pace and from the comfort of your own home.A Day in the Life of an Online Data Analyst: In this role, you will be working on a project aimed at enhancing the content and quality of digital maps that are used by millions of people worldwide Completing research and evaluation tasks in a web-based e…",https://www.adzuna.co.uk/jobs/details/5150866178?utm_medium=api&utm_source=335654ca,25746.15,False
Maritime Data Analyst,Lloyds List Intelligence,"Fleet Street, Central London",53388.99,53388.99,IT Jobs,"We are the industry experts delivering actionable maritime insight, data, technology, and analytics trusted by 60,000 professionals across the globe to drive commercial advantage, evaluate risk, and support the efficient and lawful movement of seaborne trade. Our data is collected only from the most reputable partners and accurate sources, many of which are exclusive to us and our customers. Our advanced analytics, artificial intelligence, and industry expertise transform our unparalleled data …",https://www.adzuna.co.uk/jobs/details/5119760362?utm_medium=api&utm_source=335654ca,53388.99,False
Fraud Data Analyst,LexisNexis Risk Solutions UK Company,"London, UK",48685.41,48685.41,IT Jobs,"Fraud Data Analyst About the Business : LexisNexis Risk Solutions is the essential partner in the assessment of risk. Within our Business Services vertical, we offer a multitude of solutions focused on helping businesses of all sizes drive higher revenue growth, maximize operational efficiencies, and improve customer experience. Our solutions help our customers solve difficult problems in the areas of Anti-Money Laundering/Counter Terrorist Financing, Identity Authentication & Verification, Fra…",https://www.adzuna.co.uk/jobs/details/5072298195?utm_medium=api&utm_source=335654ca,48685.41,False
AI Data Analyst,Rock Bund Capital,"London, UK",56187.95,56187.95,IT Jobs,"Who We Are Founded in 2019, Rock Bund Capital is a proprietary trading firm deeply committed to shaping the future of the cryptocurrency industry. We have an average daily trading volume exceeding $1 billion and peak daily trading volume reaching $5 billion. We process over 7 million transactions daily, trading more than 1,000 symbols across multiple CEx and DEx. Our CEx activity is primarily focused on top-tier platforms, where we hold the highest VIP status. In DeFi, we provide liquidity to m…",https://www.adzuna.co.uk/jobs/details/5131133804?utm_medium=api&utm_source=335654ca,56187.95,False
"Data Analyst, Fraud",Remitly,"London, UK",48860.11,48860.11,Accounting & Finance Jobs,"Job Description: Remitly's vision is to transform lives with trusted financial services that transcend borders. Since 2011, we have been tirelessly delivering on our promises to people who send money around the world. Today, we are reimagining global financial services and building products that extend beyond traditional barriers to give customers access to more of the services they need, no matter where they call home. Join over 2,700 employees worldwide who are growing their careers with purp…",https://www.adzuna.co.uk/jobs/details/5103068265?utm_medium=api&utm_source=335654ca,48860.11,False
HR Data Analyst,Royal Borough of Greenwich,"London, UK",40000.0,49999.0,HR & Recruitment Jobs,"Our Human Resources & Organisational Development Division is hiring We’re entering an exciting new chapter. Following a recent restructure, we’re focused on redefining the way we grow and thrive - together. We are looking to recruit an HR Data Analyst (2 year fixed term contract). You will be qualified to degree level in HR or a data field (e.g. Mathematics or Computer Science) or have equivalent experience working in an information or data role. About the role This is an exciting opportunity t…",https://www.adzuna.co.uk/jobs/details/5135626993?utm_medium=api&utm_source=335654ca,44999.5,False
Marketing Data Analyst,IG Index Limited,"London, UK",46074.38,46074.38,"PR, Advertising & Marketing Jobs","Job Title Marketing Data Analyst Job Description So, who are we? Hello, we’re IG Group. We are a publicly-traded FTSE250 FinTech company who run mobile, web and desktop platforms that help our clients trade stocks & shares, leveraged products, Futures & Options and Crypto. We are ambitious. Over 340,000 people already use our platforms. We’re global with offices in 18 countries and products in 16 regions. We’re hungry to move faster, ship better product for our customers and grow our user base.…",https://www.adzuna.co.uk/jobs/details/5151286527?utm_medium=api&utm_source=335654ca,46074.38,False
Risk Data Analyst,Endurance Services,"London, UK",46611.62,46611.62,Accounting & Finance Jobs,"As a leading provider of insurance and reinsurance with worldwide operations and employees in Bermuda, U.S., U.K., Continental Europe and Asia, we recognize that our success is derived directly from those who matter the most: our people . At Sompo International, our values of integrity, collaboration, agility, execution and excellence underpin our culture and our commitment to providing an employee experience that attracts and engages the best talent in the industry. As we continue to grow, we …",https://www.adzuna.co.uk/jobs/details/5143319888?utm_medium=api&utm_source=335654ca,46611.62,False
Performance Data Analyst,IG Index Limited,"London, UK",57613.69,57613.69,IT Jobs,"Job Title Performance Data Analyst Job Description So, who are we? Hello, we’re IG Group. We are a publicly-traded FTSE250 FinTech company who run mobile, web and desktop platforms that help our clients trade stocks & shares, leveraged products, Futures & Options and Crypto. We are ambitious. Over 340,000 people already use our platforms. We’re global with offices in 18 countries and products in 16 regions. We’re hungry to move faster, ship better product for our customers and grow our user bas…",https://www.adzuna.co.uk/jobs/details/5151284187?utm_medium=api&utm_source=335654ca,57613.69,False
Fraud Data Analyst,RELX INC,"London, UK",43311.94,43311.94,IT Jobs,"Fraud Data Analyst About the Business : LexisNexis Risk Solutions is the essential partner in the assessment of risk. Within our Business Services vertical, we offer a multitude of solutions focused on helping businesses of all sizes drive higher revenue growth, maximize operational efficiencies, and improve customer experience. Our solutions help our customers solve difficult problems in the areas of Anti-Money Laundering/Counter Terrorist Financing, Identity Authentication & Verification, Fra…",https://www.adzuna.co.uk/jobs/details/5031104488?utm_medium=api&utm_source=335654ca,43311.94,False
Senior Data Analyst,Kpler,"London, UK",50571.35,50571.35,IT Jobs,"At Kpler, we are dedicated to helping our clients navigate complex markets with ease. By simplifying global trade information and providing valuable insights, we empower organisations to make informed decisions in commodities, energy, and maritime sectors. Since our founding in 2014, we have focused on delivering top-tier intelligence through user-friendly platforms. Our team of over 600 experts from 35 countries works tirelessly to transform intricate data into actionable strategies, ensuring …",https://www.adzuna.co.uk/jobs/details/5084205633?utm_medium=api&utm_source=335654ca,50571.35,False
Lead Data Analyst,Gopuff,"London, UK",58250.19,58250.19,IT Jobs,"At Gopuff, we’re not just delivering convenience—we’re redefining how the world shops. Since pioneering instant needs in 2013, we’ve empowered millions of customers across the U.S. and U.K. to reclaim their time through seamless, fast, and reliable delivery. Behind this transformative journey is our tech-first mindset, relentless obsession with customer experience and operational excellence. To continue shaping the future of commerce, we’re looking for an exceptional Lead Data Analyst and this …",https://www.adzuna.co.uk/jobs/details/4911391738?utm_medium=api&utm_source=335654ca,58250.19,False
Senior Data Analyst,Life360,"London, UK",63248.5,63248.5,IT Jobs,"About Life360 Life360’s mission is to keep people close to the ones they love. Our category-leading mobile app and Tile tracking devices empower members to protect the people, pets, and things they care about most with a range of services, including location sharing, safe driver reports, and crash detection with emergency dispatch. Life360 serves approximately 77 million monthly active users (MAU) across more than 150 countries. Life360 delivers peace of mind and enhances everyday family life w…",https://www.adzuna.co.uk/jobs/details/5131133565?utm_medium=api&utm_source=335654ca,63248.5,False
Archival Data Analyst,The National Archives,"Kew, Richmond",54146.49,54146.49,IT Jobs,"As the living, growing home of our national story, The National Archives is already a special place to work. We’re an institution nearly 200 years old with a collection spanning 1,000 years of history. But it’s where we go next that makes things really interesting . In our strategic vision: Archives for Everyone, we set ourselves the challenge of becoming the 21st Century national archive - a different kind of cultural and heritage institution: Inclusive, Entrepreneurial, Disruptive. We won’t b…",https://www.adzuna.co.uk/jobs/details/5142167190?utm_medium=api&utm_source=335654ca,54146.49,False
Data Analyst Apprentice,QA,"London, UK",27000.0,27000.0,IT Jobs,"About us: QA is a powerhouse in the world of tech training, renowned for our innovative approach and commitment to excellence. As the largest tech training provider in the UK and the fastest-growing in the US, QA empowers people to master the latest skills in AI, cloud computing, data, and digital technologies We are now seeking a Data Analyst Apprentice to join our vibrant marketing team. This is your chance to gain hands-on experience in a fast-paced, fun environment while working towards a D…",https://www.adzuna.co.uk/jobs/details/5147320187?utm_medium=api&utm_source=335654ca,27000.0,False
Data Analyst Apprentice,QA Apprenticeships,"East London, London",27000.0,27000.0,IT Jobs,"> Description About us: QA is a powerhouse in the world of tech training, renowned for our innovative approach and commitment to excellence. As the largest tech training provider in the UK and the fastest-growing in the US, QA empowers people to master the latest skills in AI, cloud computing, data, and digital technologies We are now seeking a Data Analyst Apprentice to join our vibrant marketing team. This is your chance to gain hands-on experience in a fast-paced, fun environment while worki…",https://www.adzuna.co.uk/jobs/details/5148729036?utm_medium=api&utm_source=335654ca,27000.0,False
Senior Data Analyst,marshmallow,"London, UK",51656.59,51656.59,IT Jobs,"About Marshmallow We started Marshmallow when we found out how unfair insurance prices are for people who move to the UK. All because the industry hasn’t given this huge cohort of people a second’s thought, and isn’t set up to price them properly. We saw an opportunity to do things differently, so we made it our mission to back the ones who step outside the norm. Since we started, we’ve helped 100,000s of people get a fairer deal on their car insurance. Using technology, we serve people that ar…",https://www.adzuna.co.uk/jobs/details/5131131320?utm_medium=api&utm_source=335654ca,51656.59,False
Senior Data Analyst,Inventum Group ,"Sutton, London",70000.0,85000.0,IT Jobs,"Senior Analyst & Data Specialist Location: Sutton Working style: Hybrid About the Role: In this role, the successful candidate will play a key part in supporting data projects, providing expertise in database development, data security, and documentation. Working closely with the wider data project team, you will help implement a new core platform and support the Finance Domain's reporting requirements. You will interpret raw data, transforming it into actionable insights for senior stakeholder…",https://www.adzuna.co.uk/jobs/details/5140968965?utm_medium=api&utm_source=335654ca,77500.0,False
Senior Data Analyst,Kohort,"Covent Garden, Central London",51799.85,51799.85,IT Jobs,"About Kohort Kohort is the leading machine learning platform for mobile gaming user acquisition. We provide game studios investment-grade LTV predictions, using petabyte-scale data and ML Ops. We are a group of gaming and data experts from King, Sensor Tower, Tripledot, Bloomberg and Football Radar. Our clients range from large, listed game developers and publishers, to up and coming start-ups building at the cutting edge of mobile gaming. We add value to customers by helping them optimize UA s…",https://www.adzuna.co.uk/jobs/details/4971801078?utm_medium=api&utm_source=335654ca,51799.85,False
Carbon Data Analyst,Alcumus,"London, UK",35727.06,35727.06,Trade & Construction Jobs,"Department Planet Mark Employment Type Permanent Location London, UK Workplace type Hybrid Reporting To Certification Manager What that means day to day What you’ll need to be successful What you'll get in return About Alcumus Planet Mark What we stand for: Our values are the core of our business and fundamental to the way we work. In your role, you will; Be a team player – working collaboratively and being consciously inclusive with your colleagues Be brave – sharing your ideas, challenging th…",https://www.adzuna.co.uk/jobs/details/5106290000?utm_medium=api&utm_source=335654ca,35727.06,False
Senior Data Analyst,The Dot Collective,"London, UK",63462.39,63462.39,IT Jobs,"About The Dot Collective We are a new generation consultancy based across UK and EU and founded on the premises of the engineering excellence and empowering people to make an impact. All our consultants have equity in the company, genuinely love what they do and are really good at it. We work with all modern tech stacks and typically run agile scrum on all our projects. About you Are you passionate about data and its transformational powers? Do you like being able to make a huge difference in a…",https://www.adzuna.co.uk/jobs/details/5118727356?utm_medium=api&utm_source=335654ca,63462.39,False
Senior Data Analyst,AXIS,"London, UK",37305.02,37305.02,IT Jobs,"This is your opportunity to join AXIS Capital – a trusted global provider of specialty lines insurance and reinsurance. We stand apart for our outstanding client service, intelligent risk taking and superior risk adjusted returns for our shareholders. We also proudly maintain an entrepreneurial, disciplined and ethical corporate culture. As a member of AXIS, you join a team that is among the best in the industry. Key Duties & Responsibilities Produce accurate, complete, appropriate and timely s…",https://www.adzuna.co.uk/jobs/details/4925806025?utm_medium=api&utm_source=335654ca,37305.02,False
Senior Data Analyst,Disguise Technologies,"London, UK",44186.04,44186.04,IT Jobs,"Disguise sits at the heart of the most inspiring live and virtual experiences in the world, leading the market in building a software and hardware solution that designs, sequences and controls the most spectacular productions across film and TV, broadcast, live and corporate events. ABOUT THE ROLE Working under the FP&A Director, this role will be highly analytical, working with large data sets to help solve business problems, develop automated data tools and provide key business stakeholders w…",https://www.adzuna.co.uk/jobs/details/5132424832?utm_medium=api&utm_source=335654ca,44186.04,False
Market Data Analyst,DRW,"London, UK",52975.89,52975.89,IT Jobs,"DRW is a diversified trading firm with over 3 decades of experience bringing sophisticated technology and exceptional people together to operate in markets around the world. We value autonomy and the ability to quickly pivot to capture opportunities, so we operate using our own capital and trading at our own risk. Headquartered in Chicago with offices throughout the U.S., Canada, Europe, and Asia, we trade a variety of asset classes including Fixed Income, ETFs, Equities, FX, Commodities and En…",https://www.adzuna.co.uk/jobs/details/5080754594?utm_medium=api&utm_source=335654ca,52975.89,False
Data Analyst Lead,Sling Money,"Spitalfields, East London",100000.0,100000.0,IT Jobs,"About Us Sling Money allows anyone in 140 countries to send money to each other instantly, with just a couple of taps. You don’t need to know anything about the recipient’s bank account, and you don’t have to worry about foreign exchange. We believe all of this should be possible at low or no cost and at the moment, Sling Money is completely free. We’re building the world’s first billion-user financial app, and we’d love your help. About the Role As Sling Money’s first Data Scientist , you’ll p…",https://www.adzuna.co.uk/jobs/details/5013473271?utm_medium=api&utm_source=335654ca,100000.0,False
Senior Data Analyst,Financial Times,"London, UK",38185.27,38185.27,IT Jobs,"About Us Here at the FT, gold-standard journalism is just the beginning. 500-people strong, our Product & Tech team keeps us ahead of the ever-changing digital landscape by delivering cutting-edge products to over one million digital subscribers every day. Our plans for growth rely on a diverse, dedicated and dynamic group of product, tech, delivery and data specialists - everyone’s welcome in this friendly, forward-thinking team. And with entrepreneurial spirit, intelligence and opportunity at…",https://www.adzuna.co.uk/jobs/details/5142170612?utm_medium=api&utm_source=335654ca,38185.27,False
Operations Data Analyst,Morgan McKinley,"London, UK",65000.0,78000.0,IT Jobs,"Do you thrive where data meets operations? Love turning insights into scalable solutions? Join our client as an Operations Analyst and help shape the future of content workflows and operations. This is your chance to be at the heart of performance, automation and innovation - driving efficiency, insight and impact. What You'll Be Doing: Support decision-making with data-driven insights, performance measurement and impact analysis. Design, build and manage project workflows using tools such as A…",https://www.adzuna.co.uk/jobs/details/5146544949?utm_medium=api&utm_source=335654ca,71500.0,False
Senior Data Analyst,Made Tech,"London, UK",49000.0,60000.0,IT Jobs,"Application Deadline April 30, 2025 Department Delivery & Practices Employment Type Permanent Location Any UK Office Hub (Bristol / London / Manchester / Swansea) Workplace type Hybrid Compensation £49,000 - £60,000 / year Your role at Made Tech What skills and experience are we looking for? Life at Made Tech About Made Tech Made Tech is on a mission to use technology to improve society - for everyone. We help organisations transform, deliver and manage world-class digital products and services…",https://www.adzuna.co.uk/jobs/details/5151286507?utm_medium=api&utm_source=335654ca,54500.0,False
Senior Data Analyst,Disney,"London, UK",43884.97,43884.97,"PR, Advertising & Marketing Jobs","About the Role & Team The Disney team is responsible for the day to day operation of Disney across Europe, Middle East and Africa, specifically focused on marketing, customer acquisition and retention, partnerships, content programming, and research and analytics. We are looking for two Senior Analysts to join our EMEA Insights & Analytics team on a fixed-term contract basis. The department supports regional & local business partners across a wide set of projects, including content performance …",https://www.adzuna.co.uk/jobs/details/5149190329?utm_medium=api&utm_source=335654ca,43884.97,False
CRM Data & Insights Analyst,CHM-1,"London, UK",32000.0,32000.0,Admin Jobs,"Join a small, dynamic team and use your technical skills to play a pivotal role in the Data & Insights team, supporting the wider organisation to better use and understand its data. Job ref: CDIA Salary: £32,000 Location: Old Street, N1 7NH. Most office-based staff work hybrid, working part of the time in the office and part of the time at home. About the Employer This chariy is passionate about making the countryside a better place for everyone to live, work and enjoy. They campaign to promote…",https://www.adzuna.co.uk/jobs/land/ad/5123405173?se=BOCLfiAd8BG-i3PTGXcHCQ&utm_medium=api&utm_source=335654ca&v=A2CE7D15E73600CBEB472220F5CD9BE26EDB057D,32000.0,False
Graduate Data Analyst - London,Grayce,"London, UK",28000.0,28000.0,Graduate Jobs,"Job Position: Graduate Data Analyst (Engineer/Scientist) – via the Graduate Development Programme Locations: London Starting Salary: £28,000 Application Requirements: Minimum 2:1 or above in a STEM (Science, Technology, Engineering, and Math) subject Experience in analysing data. Right to work in the UK unsponsored for the duration of the programme. Ability to work on site 5 days a week. Grayce is not on the UK Border Agency's Sponsor Register and is unable to sponsor work visas for internation…",https://www.adzuna.co.uk/jobs/details/5104894971?utm_medium=api&utm_source=335654ca,28000.0,False
Data Analyst - Tableau Specialist,Square One Resources,"London, UK",143000.0,143000.0,IT Jobs,Job Title: Data Analyst - Tableau Specialist Location: Remote - Ad Hoc visit to Central London office for Workshops Salary/Rate: £550 Per Day Inside IR35 Start Date: April / May Job Type: Contract Company Introduction My client within the publishing industry is seeking an experienced Data Analyst with particular emphasis with Tableau coupled with strong Data Visualisation prowess. Excellent commercial Tableau experience is a must for this role Excellent commercial SQL experience is a must for t…,https://www.adzuna.co.uk/jobs/details/5151171891?utm_medium=api&utm_source=335654ca,143000.0,True
